,url,winery,name,types,region,country,rating,n_rating,price,review,grapes,regional,food
31,https://www.vivino.com/ogier-chateauneuf-du-pape-reine-jeanne-rouge/w/1129377?year=2010&amp;price_id=8530074,Ogier,Châteauneuf-du-Pape Reine Jeanne Rouge 2010,Red wine,Châteauneuf-du-Pape,France,3.9,139 ratings,R$198.49.,"Community reviews
Medium red plum color. Nose of herbs. Blackberry and pepper flavors. Fairly light body, long, dry finish. Smooth,rounded and elegant.
Like
Comment
yeswap
197 ratings
Rated on Dec 25, 2017
En god Shiraz med god fylde og smak.
Like
Comment
Jan Andre Lian
675 ratings
Rated on Mar 28, 2013
Very rich and a good match with game (deer)!
Like
Comments (1)
Heine Eliassen
133 ratings
Rated on Nov 2, 2013
Show more reviews","Mourvedre, Roussanne, Marsanne, Grenache Blanc, Cinsault, Shiraz/Syrah, Grenache
","Southern Rhône Châteauneuf-du-Pape Red
","Lamb, Pork, Poultry"
32,https://www.vivino.com/robertson-shiraz/w/26584?year=2016&amp;price_id=14320750,Robertson,Shiraz 2016,Red wine,Robertson,South Africa,3.2,104 ratings,R$72.66.,"Community reviews
Very fruity, nice full-bodied spicy backbone. Excellent value for money.
Like
Comment
Niel Muller
1078 ratings
Rated on Jul 16, 2017
Nice easy drinking red with good berry flavor
Like
Comment
Jacques Botha
181 ratings
Rated on Jul 17, 2017
Value for money you get what you pay for
Like
Comment
Jean
1891 ratings
Rated on Sep 29, 2017
Show more reviews","Shiraz/Syrah
","South African Syrah
","Beef, Lamb, Game (deer, venison), Poultry"
33,https://www.vivino.com/rauzan-despagne-bordeaux-reserve-rouge/w/1395501?year=2012&amp;price_id=15837673,Château Rauzan Despagne,Bordeaux Réserve Rouge 2012,Red wine,Bordeaux,France,3.5,128 ratings,R$172.51.,"Community reviews
Opened to make up for bad luck with Pampaneo. Started with aromas of barnyard and dried prunes. The same in mouth: lean, unsweet, with notes of wood and prunes. Silky soft, slightly unbalanced with low tannins. In an hour becomes more balanced, brighter, opens up with juicy sour cherry and some faint toasted notes. Not bad.
Like
Comments (2)
Vladimiro S
534 ratings
Rated on Sep 13, 2018
Very very french style white! Sour and fresh, could go without food but some ementaler would pair well
Like
Comment
Tino Bobchev
206 ratings
Rated on Sep 29, 2016
Dark berries and pepper on the nose. Long aftertaste.
Like
Comment
Irina L
1129 ratings
Rated on May 27, 2018
Show more reviews","Cabernet Sauvignon, Cabernet Franc, Merlot
","Bordeaux Red
","Beef, Veal, Game (deer, venison), Poultry"
34,https://www.vivino.com/chateau-lamartine-bordeaux-castillon-cotes-de-bordeaux-cotes-de-castillon/w/1655432?year=2013&amp;price_id=12692306,Château Lamartine,Castillon-Côtes de Bordeaux 2013,Red wine,Castillon - Côtes de Bordeaux,France,3.1,62 ratings,R$150.,"Community reviews
Not the nicest, little bit on the acidic side. But ok for the price.
Like
Comment
Anthony Walsh
67 ratings
Rated on Mar 19, 2017
Very fruity dry wine with a slight after taste of vanilla
Like
Comment
Marie-Jose Lahoud
38 ratings
Rated on Feb 4, 2017
Easy to drink without food. Smooth but pleasant lingering aftertaste.
Like
Comment
Kathryn Stenson
74 ratings
Rated on Oct 18, 2016
Show more reviews","Cabernet Sauvignon, Cabernet Franc, Merlot
","Bordeaux Red
","Beef, Veal, Game (deer, venison), Poultry"
35,https://www.vivino.com/giacondi-bianco/w/1136201?year=N.V.&amp;price_id=18602238,Mario Giacondi,Bianco N.V.,White wine,Chianti,Italy,3,288 ratings,R$43.,"Community reviews
Rated again, months later. Great wine for the price, inviting nose, citrusy characters, soft white fruits, a slight tartness at the end. Drinks beautifully, with nice acidic backbone. Well made, should beveven better with food
Like
Comments (7)
Marius Kotze
1830 ratings
Rated on Oct 23, 2016
For the price this is great wine. Floral aromas with plenty of ripe peach and pear.
Like
Comments (1)
DF Gomez
217 ratings
Rated on Aug 9, 2013
Good! Julie's choice for a girlfriends lunch
Like
Comment
Francesca Cadeddu
28 ratings
Rated on Nov 22, 2016
Show more reviews","Sauvignon Blanc
","Central Italy White
","Pasta, Vegetarian, Appetizers and snacks, Lean fish, Cured Meat"
36,https://www.vivino.com/cl-urban-maule-cabernet-sauvignon/w/1308384?year=2011&amp;price_id=186312,Urban,Maule Cabernet Sauvignon 2011,Red wine,Maule Valley,Chile,3.4,93 ratings,R$77.56.,"Community reviews
Nice balanced cabernet. Good long aftertaste.
Like
Comments (1)
BaldWine
235 ratings
Rated on Dec 26, 2013
This wine has aged surprisingly well, despite the bottle being kept in an upright position! The nose a bit plummy and tired, but in the mouth some grip, fresh and relatively long.
Like
Comment
Meinard Jan Bloem
498 ratings
Rated on Aug 20, 2018
Meh... Just opened but poured through a filter/funnel. Jammie. No finish. Just jam and alcohol... Ten minutes later it's opening up a lot... Tight tannins and if course the ubiquitous berries-like acid. Aged in french oak, ABV 14.5, uh, says here it has SULFITES! 10 more minutes...plums. Still no finish, but the tannic acid ans fruit acid are getting along fine now. It'll do, eh?
Like
Comments (6)
Russell H
223 ratings
Rated on Mar 11, 2014
Show more reviews","Cabernet Sauvignon
","Chilean Cabernet Sauvignon
","Beef, Lamb, Game (deer, venison), Poultry"
37,https://www.vivino.com/buena-vista-winery-zinfandel/w/1752795?year=2013&amp;price_id=15999672,Buena Vista,Zinfandel 2013,Red wine,Sonoma County,United States,3.8,428 ratings,R$189.,"Community reviews
Wholesome - fresh blackcurrant nose, wonderful jammy fruits in the mouth with a big spoonful of ground spices and a lasting finish - smooth, oh so smooth. Fantastic value - grab a drop of this now!
Like
Comment
A Quest for the Grape
3424 ratings
Rated on May 8, 2017
One of the oldest wine yards in Sonoma makes this great Zinfandel. Rich on dark red fruit and berrys with smooth tannins and a lonf aftermath.
Like
Comment
Björn Jacobson
303 ratings
Rated on Feb 21, 2016
Bold blackberry starts sweet but finishes with a nice spice note. Great with meat and spicy pasta dishes. Great value for the flavor.
Like
Comment
Peter Huettl
103 ratings
Rated on Jan 5, 2017
Show more reviews","Zinfandel
","Californian Zinfandel
","Beef, Lamb, Poultry"
38,https://www.vivino.com/terenzuola-merla-della-miniera/w/1268527?year=2016&amp;price_id=18417587,Terenzuola,Merla della Miniera 2016,Red wine,Toscana,Italy,3.9,29 ratings,R$79.95.,"Community reviews
Rugby red, smooth tannins, red berries, earth and leather but very difficult to locate. Enjoyed with roast beef. Very good wine!
Like
Comments (1)
Bjorn Halldorsson
508 ratings
Rated on Apr 20, 2019
Ruby red. Medium bodied, juicy, dry. Elegant but needs decanting.
Like
Comment
Frank Hill
1093 ratings
Rated on Apr 7, 2019
Another good ligurian wine claiming the toscano label. Red fruit, jamy and easy drinking.
Like
Comment
Anton Furuland
261 ratings
Rated on Apr 14, 2019
Show more reviews","Canaiolo Nero
","Tuscan Red
","Beef, Lamb, Veal, Poultry, Cured Meat"
39,https://www.vivino.com/fernand-and-laurent-pillot-puligny-montrachet-noyers-brets/w/1171669?year=2014&amp;price_id=11133207,Domaine Fernand & Laurent Pillot,Puligny-Montrachet Noyers Brets 2014,White wine,Puligny-Montrachet,France,4.1,54 ratings,R$195.48.,"Community reviews
Pale straw, mineral-driven nose of limestone, lemon, and French oak. Medium+ body, high acid, some alcoholic heat on the very long finish. Very balanced. Lots of citrus and mineral in the palate. Fantastic bottle of village burgundy and will only get better with age... need to pick up more to age!
Like
Comment
Have Wine Will Travel
883 ratings
Rated on Mar 30, 2018
Much enjoyed at the Neptune Inn in Old Hunstanton. Fills the mouth. Minerals to the fore. Long citrus finish. Will improve.
Like
Comment
Giles Hannam
2514 ratings
Rated on Apr 8, 2017
Sooo good, and tasty. Tropical fruit, baking spices, hazelnut, clove, pineapple, a little buttery, vanilla, and French oak. Long finish, and great.
Like
Comment
Corey Newberry
1631 ratings
Rated on Mar 20, 2017
Show more reviews","Chardonnay
","Burgundy Côte de Beaune White
","Pasta, Rich fish (salmon, tuna etc), Shellfish, Mild and soft cheese, Cured Meat"
40,https://www.vivino.com/domaine-patrick-miolane-chassagne-montrachet-la-caniere-cote-de-beaune/w/1967923?year=2013&amp;price_id=11134686,Patrick Miolane,Chassagne-Montrachet 'La Canière' 2013,White wine,Côte de Beaune,France,3.5,51 ratings,R$130.03.,"Community reviews
3.4 not an excellent chassagne montrachet but a very good standard one. However as the price in the supermarket went beyond 25€ i would expect more
Like
Comments (1)
Tomas Pospisil
446 ratings
Rated on Jul 11, 2018
Good, pretty solid. Great aroma. Smooth. Nice cherry strawberry flavor
Like
Comment
Dec Byrne
889 ratings
Rated on Jun 6, 2017
Light yellow in color, floral notes, nose of pears on the palete, clear mineralty, pleasantly mellow after left open for a while. A sophisticated chardonnay from the Cote-d'Or, Bourgogne.
Like
Comment
Risa
137 ratings
Rated on Jun 28, 2017
Show more reviews","Chardonnay
","Burgundy Côte de Beaune White
","Pasta, Rich fish (salmon, tuna etc), Shellfish, Mild and soft cheese, Cured Meat"
41,https://www.vivino.com/casa-silva-reserva-cuvee-colchagua-pinot-noir/w/1693749?year=2013&amp;price_id=3813250,Casa Silva,Reserva Cuvée Colchagua Pinot Noir 2013,Red wine,Colchagua Valley,Chile,3.7,580 ratings,R$44.18.,"Community reviews
Limpid clear red color. Elegant aromas of sherries, pomegranate and burnt caramel. In mouth light body, rounded up, pleasant and flavorful. Leaves an unforgettable sherry aftertaste.
Like
Comment
Renato Feliz Augusto
958 ratings
Rated on Oct 31, 2014
Rubi red prunny color. Very low acidity, animal sweat, clove and vanilla. Some strawberry and very soft and mild tannins. Medium body.
Like
Comment
Felipe Armengolli
206 ratings
Rated on Feb 19, 2015
Lovely velvet red. Perfect with what Restaurant Vuur called the Tomohawk Steak, oftewel de kilo knaller, de chateau briand. Zacht en niet te uitgesproken heerlijke wijn. Gedronken in goed gezelschap, dat helpt ook:)
Like
Comment
Jiek
132 ratings
Rated on Jan 31, 2015
Show more reviews","Pinot Noir
","Chilean Pinot Noir
","Beef, Veal, Game (deer, venison), Poultry"
42,https://www.vivino.com/carmen-gran-reserva-merlot/w/1203117?year=2012&amp;price_id=4913259,Carmen,Gran Reserva Merlot 2012,Red wine,Maipo Valley,Chile,3.7,672 ratings,R$38.65.,"Community reviews
A nice taste of berries and cedar. Light tannins as well
Like
Comment
Frederick Meunier
178 ratings
Rated on Mar 10, 2018
Quite a nice merlot. Will buy again.
Like
Comment
J. Tee
793 ratings
Rated on Jun 8, 2017
Very smooth can
Like
Comments (2)
Papa Grande'
169 ratings
Rated on Mar 20, 2016
Show more reviews","Merlot
","Chilean Merlot
","Beef, Lamb, Veal"
43,https://www.vivino.com/humo-blanco-pinot-noir-edicion-limitada/w/1244839?year=2013&amp;price_id=8014895,Humo Blanco,Pinot Noir (Edición Limitada) 2013,Red wine,Colchagua Valley,Chile,3.4,66 ratings,R$40.37.,"Community reviews
3.6 a little bit sweet Aromas of the Pinot Noir are ripe dark fruits, musty and meaty notes. On the palate the tannins is light, acidity is moderate, and dark fruits flavors are present. At the end sweet cherry dominates the mouth leaving a touch of sweetness.
Like
Comment
Howard Wang
767 ratings
Rated on Jan 24, 2017
I think im drinking the normal one. Delicious fruity, finished a bottle within a very short time frame....😀
Like
Comment
Dido Voorma
693 ratings
Rated on Jan 18, 2016
Vibrant aromas of red cherry, raspberry and strawberry intermingle with fungal and forest floor notes on the nose. Dry. Medium (-) body. High alcohol. Medium (+) acidity with a low level of soft tannins. Intense flavours of red fruit and warm baking spices on the palate. Long finish.
Like
Comment
Justine Lalonde
200 ratings
Rated the 2011 vintage on Aug 26, 2018
Show more reviews","Pinot Noir
","Chilean Pinot Noir
","Beef, Veal, Game (deer, venison), Poultry"
44,https://www.vivino.com/tamaya-winemaker-s-gran-reserva-carmenere/w/2052819?year=2012&amp;price_id=8467536,Tamaya,Winemaker's Gran Reserva Carmenère 2012,Red wine,Limarí Valley,Chile,4.1,37 ratings,R$70.17.,"Community reviews
Fruity, dry and a great value
Like
Comment
Christine Jessen Willis
6 ratings
Rated on Apr 14, 2019
Had this at the family dinner. Chilean Carmenere is one of my favs now.
Like
Comment
Jesse
104 ratings
Rated on Sep 28, 2018
Good Carmenere from Chili. Almost creamy, lush and velvetly. Full and round with a good bite. Comfortable like a great 'fauteuil'.
Like
Comment
Erik B.
1437 ratings
Rated the 2011 vintage on May 1, 2015
Show more reviews","Carménère
","Chilean Carménère
","Beef, Pasta, Lamb, Poultry"
45,https://www.vivino.com/chateau-los-boldos-grand-reserve-cabernet-sauvignon/w/1132856?year=2013&amp;price_id=10241096,Château Los Boldos,Grand Reserve Cabernet Sauvignon 2013,Red wine,Cachapoal Valley,Chile,3.4,246 ratings,R$42.52.,"Community reviews
Took a bit to open up. A bit heavy on the taste of alcohol. Not a bad wine for the price but would probably look for other values.
Like
Comment
Gonzo Quinn
77 ratings
Rated on Nov 6, 2016
Dinner with friends at De La Oatia. Great place but disappointing wine list. I have yet to find an impressive wine from Chateau Los Boldos and this is no exception.
Like
Comments (4)
Matthew Garfein
2754 ratings
Rated on May 19, 2016
A very distinguish Chilean Cabernet taste. Smooth and high. Relaxing. Decant 1 hour.
Like
Comment
Lemd Duc
149 ratings
Rated on Nov 17, 2015
Show more reviews","Cabernet Sauvignon
","Chilean Cabernet Sauvignon
","Beef, Lamb, Game (deer, venison), Poultry"
46,https://www.vivino.com/attilio-mochi-casablanca-valley-tunquen-cool-coastal-malbec/w/3117378?year=2015&amp;price_id=15539673,Attilio & Mochi,Tunquen Cool Coastal Vineyard Mlabec 2015,Red wine,Casablanca Valley,Chile,4.1,100 ratings,R$77.42.,"Community reviews
13% alc; fantastically crisp wine, sampled at the vineyard
Like
Comment
Joel Rybk
233 ratings
Rated on Apr 14, 2018
The best Malbec that I have tasted, ever! Sorry my dear Argentinean friends, but this Chilean Malbec made by Brazilians is really great!!!!!!!!
Like
Comment
Marcelo Rovai
82 ratings
Rated on Oct 27, 2017
Cool climate Malbec, vinified in a clean and pure way. Cool fruit, some leafiness, balanced and quite long.
Like
Comment
Meinard Jan Bloem
498 ratings
Rated on May 2, 2017
Show more reviews","Malbec
","Winery
Attilio & Mochi
Grapes
Malbec
Region
Casablanca Valley
","Beef, Spicy food, Mature and hard cheese, Poultry"
47,https://www.vivino.com/casa-silva-lago-ranco-pinot-noir/w/2284585?year=2014&amp;price_id=14041734,Casa Silva,Lago Ranco Pinot Noir 2014,Red wine,Colchagua Valley,Chile,3.8,38 ratings,R$110.54.,"Community reviews
Better then 2013. Bright ruby color, sauer cheery aroma. Sweet strawberry taste and high acidity. No my kind of wine
Like
Comments (5)
Juan Maggi
1797 ratings
Rated on Dec 31, 2015
Clean, brilliant, no sediments, beautiful pale red color, in mouth soft red fruits, a little herbal notes, really elegant finish
Like
Comment
Sebastián Viguera
127 ratings
Rated the 2013 vintage on Jan 2, 2016
3.6 From the south, far south, Ruby and hints of jarosite Aromas, strong earthy, hints of berries and wood. Light palate with short acidity and tannins.
Like
Comments (4)
Jean Sendero
4557 ratings
Rated the 2016 vintage on Oct 23, 2018
Show more reviews","Pinot Noir
","Chilean Pinot Noir
","Beef, Veal, Game (deer, venison), Poultry"
48,https://www.vivino.com/maturana-naranjo-torontel/w/5354266?year=2016&amp;price_id=18632109,Maturana,Naranjo Torontel 2016,White wine,Maule Valley,Chile,4.1,39 ratings,R$71.83.,"Community reviews
Apricot, bitter orange and lemon zest peel nose 👃. Slightly tannins interesting, dry. Goes well with Port wine reduction, foie Gras.
Like
Comments (2)
Jason Hu
3730 ratings
Rated on Apr 20, 2018
Med intense aroma of orange peel, spices, stonefruits, citrus, dry with some sweetness, med+ acid. Med finish
Like
Comment
Boat T. Wongsrisathaporn
488 ratings
Rated on Mar 13, 2018
Vinitaly 2019. An intensely aromatic orange wine, is a monovarietal of Torontel macerated on the skins for six months and a half. The fermentation of this wine is in open barrels. The palate is of good volume and persistence, well integrated acidity. It is fruity and pleasant to drink. Cheers!
Like
Comments (6)
Alessio
2036 ratings
Rated on Apr 9, 2019
Show more reviews","Torrontés
","Winery
Maturana
Grapes
Torrontés
Region
Maule Valley
","Pork, Rich fish (salmon, tuna etc), Spicy food, Cured Meat"
49,https://www.vivino.com/las-almas-carmenere/w/1163342?year=2010&amp;price_id=3692481,Las Almas,Carmenère 2010,Red wine,Central Valley,Chile,4,102 ratings,R$248.29.,"Community reviews
Extraordinary Carmenere. Really a surprise, particularly coming from San Rafael, Maule Valley. Very elegant, spicy and silky. Beautiful dark purple colour. Tannins are very present.
Like
Comment
Eduardo Hameau
518 ratings
Rated on Feb 6, 2014
deep purple, Medium+ aroma, black currant/toffee/chocolate/herbaceous/ pepper aroma. medium acid, medium+ tannin but soft, high alcohol, full body, medium+ aftertaste I think it's outstanding and my most favorite wine of this party.
Like
Comment
CK Jean Huang
1535 ratings
Rated on Nov 23, 2016
(4,1*) Confraria Só Vinhos SP 22/09 - This wine was my pick for this Carménère night. The bottle that I drank a few months before was a little better. Blend 89% Carmenére; 7% Cabernet Sauvignon ; 3% Cabernet Franc and 1% Petit Verdot aged for 24 months in French oak (50% new). Deep ruby red color, aromas of ripe red fruits, spices, tobacco and chocolate. On palate is fruity and full-body, structured with flavors of caramel, cedar, raspberries and hints of vanilla. Finished with good persistence. WE90.
Like
Comments (32)
Rodrigo Sitta
4907 ratings
Rated on Sep 26, 2016
Show more reviews","Carménère
","Chilean Carménère
","Beef, Pasta, Lamb, Poultry"
